reading_id,timestamp,sensor_id,location,grid_x,grid_y,temperature_c,humidity_pct,co2_ppm,noise_db,occupancy
702,2024-04-05 00:00:00,SENSOR-002,Floor 1 - Zone B,0.987,1.936,21.3,66.2,434.0,21.2,0
703,2024-04-05 00:00:00,SENSOR-003,Floor 1 - Zone C,0.987,2.994,21.9,54.9,395.0,23.7,1
704,2024-04-05 00:00:00,SENSOR-004,Floor 2 - Zone A,1.948,1.001,23.4,55.0,500.0,51.5,0
705,2024-04-05 00:00:00,SENSOR-005,Floor 2 - Zone B,2.054,2.019,20.1,62.1,319.0,42.1,0
706,2024-04-05 00:00:00,SENSOR-006,Floor 2 - Zone C,1.972,3.003,21.9,51.5,354.0,58.6,1
707,2024-04-05 00:00:00,SENSOR-007,Floor 3 - Zone A,2.98,0.928,22.6,57.1,505.0,42.5,0
708,2024-04-05 00:00:00,SENSOR-008,Floor 3 - Zone B,3.029,2.115,21.7,58.7,384.0,38.4,1
709,2024-04-05 00:00:00,SENSOR-009,Floor 3 - Zone C,3.038,2.978,21.6,60.2,475.0,52.3,1
710,2024-04-05 00:00:00,SENSOR-010,Floor 4 - Zone A,3.951,0.951,24.6,55.0,506.0,36.4,0
711,2024-04-05 00:00:00,SENSOR-011,Floor 4 - Zone B,4.069,2.044,23.5,63.1,395.0,32.3,0
712,2024-04-05 00:00:00,SENSOR-012,Floor 4 - Zone C,3.942,2.956,20.1,46.8,480.0,41.4,0
713,2024-04-05 00:00:00,SENSOR-013,Rooftop - North,4.994,1.386,25.9,56.6,296.0,32.9,1
714,2024-04-05 00:00:00,SENSOR-014,Rooftop - South,4.98,2.499,24.6,55.6,569.0,51.9,1
715,2024-04-05 00:00:00,SENSOR-015,Basement - Main,-0.028,1.983,19.0,38.2,344.0,37.1,0
716,2024-04-05 00:00:00,SENSOR-016,Basement - Storage,0.066,1.006,19.8,60.9,468.0,32.7,1
717,2024-04-05 00:00:00,SENSOR-017,Lobby - Entrance,0.465,2.034,21.8,51.9,484.0,62.2,1
718,2024-04-05 00:00:00,SENSOR-018,Lobby - Reception,0.485,1.067,24.3,54.8,,54.6,1
719,2024-04-05 00:00:00,SENSOR-019,Carpark - B1,-0.979,2.017,20.3,55.6,,45.4,1
720,2024-04-05 00:00:00,SENSOR-020,Carpark - B2,-1.963,2.039,20.9,47.2,352.0,52.2,1
721,2024-04-06 00:00:00,SENSOR-001,Floor 1 - Zone A,0.896,1.054,20.9,58.5,543.0,43.6,1
722,2024-04-06 00:00:00,SENSOR-002,Floor 1 - Zone B,0.966,1.982,22.2,46.5,,37.7,1
723,2024-04-06 00:00:00,SENSOR-003,Floor 1 - Zone C,1.003,3.027,21.1,54.1,387.0,32.5,1
724,2024-04-06 00:00:00,SENSOR-004,Floor 2 - Zone A,2.067,1.018,21.3,40.8,541.0,46.6,1
725,2024-04-06 00:00:00,SENSOR-005,Floor 2 - Zone B,2.025,1.982,22.2,37.2,487.0,32.5,1
726,2024-04-06 00:00:00,SENSOR-006,Floor 2 - Zone C,2.08,3.015,21.5,66.5,425.0,25.9,1
727,2024-04-06 00:00:00,SENSOR-007,Floor 3 - Zone A,2.976,0.913,,59.1,551.0,52.0,1
728,2024-04-06 00:00:00,SENSOR-008,Floor 3 - Zone B,3.064,1.966,23.0,58.9,452.0,24.8,1
729,2024-04-06 00:00:00,SENSOR-009,Floor 3 - Zone C,2.933,2.996,22.4,51.2,424.0,37.4,1
730,2024-04-06 00:00:00,SENSOR-010,Floor 4 - Zone A,4.092,1.038,22.5,42.0,511.0,35.7,1
731,2024-04-06 00:00:00,SENSOR-011,Floor 4 - Zone B,4.01,2.03,23.0,40.6,491.0,41.9,0
732,2024-04-06 00:00:00,SENSOR-012,Floor 4 - Zone C,3.939,3.007,25.3,63.3,516.0,34.1,0
733,2024-04-06 00:00:00,SENSOR-013,Rooftop - North,4.981,1.473,24.3,61.1,564.0,46.4,1
734,2024-04-06 00:00:00,SENSOR-014,Rooftop - South,5.016,2.523,27.2,53.9,,32.4,0
735,2024-04-06 00:00:00,SENSOR-015,Basement - Main,0.017,1.989,21.1,54.4,567.0,39.6,1
736,2024-04-06 00:00:00,SENSOR-016,Basement - Storage,-0.017,0.988,21.2,47.4,416.0,45.5,0
737,2024-04-06 00:00:00,SENSOR-017,Lobby - Entrance,0.549,1.989,,50.8,514.0,63.7,0
738,2024-04-06 00:00:00,SENSOR-018,Lobby - Reception,0.541,1.052,22.8,49.9,289.0,50.7,0
739,2024-04-06 00:00:00,SENSOR-019,Carpark - B1,-0.989,1.934,21.2,59.2,375.0,60.5,1
740,2024-04-06 00:00:00,SENSOR-020,Carpark - B2,-2.032,1.986,19.8,46.3,470.0,44.9,0
741,2024-04-07 00:00:00,SENSOR-001,Floor 1 - Zone A,1.023,0.937,22.6,65.9,345.0,39.1,1
742,2024-04-07 00:00:00,SENSOR-002,Floor 1 - Zone B,1.062,2.009,24.9,59.4,446.0,29.9,0
743,2024-04-07 00:00:00,SENSOR-003,Floor 1 - Zone C,0.991,3.076,23.3,46.9,456.0,56.7,0
744,2024-04-07 00:00:00,SENSOR-004,Floor 2 - Zone A,1.959,1.052,21.5,41.8,214.0,58.2,1
745,2024-04-07 00:00:00,SENSOR-005,Floor 2 - Zone B,2.068,2.003,20.8,60.0,446.0,53.2,0
746,2024-04-07 00:00:00,SENSOR-006,Floor 2 - Zone C,2.036,2.973,22.4,55.7,455.0,45.5,1
747,2024-04-07 00:00:00,SENSOR-007,Floor 3 - Zone A,2.974,1.037,20.7,53.5,477.0,35.7,1
748,2024-04-07 00:00:00,SENSOR-008,Floor 3 - Zone B,3.012,2.014,24.2,56.1,560.0,45.1,1
749,2024-04-07 00:00:00,SENSOR-009,Floor 3 - Zone C,3.056,3.031,23.5,55.2,368.0,46.3,0
750,2024-04-07 00:00:00,SENSOR-010,Floor 4 - Zone A,3.917,0.972,23.9,57.6,388.0,47.6,0
751,2024-04-07 00:00:00,SENSOR-011,Floor 4 - Zone B,3.979,1.957,21.9,58.8,402.0,56.0,1
752,2024-04-07 00:00:00,SENSOR-012,Floor 4 - Zone C,3.948,3.142,23.0,43.2,475.0,41.5,0
753,2024-04-07 00:00:00,SENSOR-013,Rooftop - North,4.951,1.583,26.4,61.0,314.0,15.1,0
754,2024-04-07 00:00:00,SENSOR-014,Rooftop - South,4.962,2.506,26.0,45.0,590.0,33.1,0
755,2024-04-07 00:00:00,SENSOR-015,Basement - Main,0.015,2.045,19.9,49.1,456.0,31.6,0
756,2024-04-07 00:00:00,SENSOR-016,Basement - Storage,-0.05,1.095,20.6,44.6,483.0,46.2,0
757,2024-04-07 00:00:00,SENSOR-017,Lobby - Entrance,0.545,1.973,21.9,55.2,458.0,52.5,1
758,2024-04-07 00:00:00,SENSOR-018,Lobby - Reception,0.472,0.965,25.5,54.5,619.0,53.0,1
759,2024-04-07 00:00:00,SENSOR-019,Carpark - B1,-0.997,1.982,20.7,54.9,435.0,44.6,1
760,2024-04-07 00:00:00,SENSOR-020,Carpark - B2,-1.956,2.066,19.9,44.7,535.0,28.0,0
761,2024-04-08 00:00:00,SENSOR-001,Floor 1 - Zone A,0.975,1.011,23.6,58.3,398.0,29.4,0
762,2024-04-08 00:00:00,SENSOR-002,Floor 1 - Zone B,0.932,2.021,21.8,61.3,249.0,37.0,1
763,2024-04-08 00:00:00,SENSOR-003,Floor 1 - Zone C,0.972,3.016,23.1,55.4,352.0,40.2,1
764,2024-04-08 00:00:00,SENSOR-004,Floor 2 - Zone A,2.036,0.958,23.5,63.8,529.0,48.1,0
765,2024-04-08 00:00:00,SENSOR-005,Floor 2 - Zone B,2.032,2.109,21.4,51.1,391.0,40.5,0
766,2024-04-08 00:00:00,SENSOR-006,Floor 2 - Zone C,1.999,2.955,22.6,52.7,370.0,35.9,0
767,2024-04-08 00:00:00,SENSOR-007,Floor 3 - Zone A,2.972,0.997,21.8,48.5,446.0,28.7,0
768,2024-04-08 00:00:00,SENSOR-008,Floor 3 - Zone B,3.037,1.948,20.2,43.3,365.0,29.4,0
769,2024-04-08 00:00:00,SENSOR-009,Floor 3 - Zone C,3.004,2.958,23.1,57.2,,28.6,1
770,2024-04-08 00:00:00,SENSOR-010,Floor 4 - Zone A,4.054,0.965,21.3,63.2,428.0,47.6,0
771,2024-04-08 00:00:00,SENSOR-011,Floor 4 - Zone B,4.043,1.918,21.7,52.0,433.0,45.7,1
772,2024-04-08 00:00:00,SENSOR-012,Floor 4 - Zone C,3.945,2.975,22.0,60.9,432.0,17.3,0
773,2024-04-08 00:00:00,SENSOR-013,Rooftop - North,4.985,1.6,24.5,59.6,360.0,22.5,0
774,2024-04-08 00:00:00,SENSOR-014,Rooftop - South,5.056,2.491,23.6,47.2,508.0,21.2,1
775,2024-04-08 00:00:00,SENSOR-015,Basement - Main,-0.013,1.965,19.5,69.0,608.0,32.2,1
776,2024-04-08 00:00:00,SENSOR-016,Basement - Storage,0.027,1.019,18.1,54.3,563.0,27.4,1
777,2024-04-08 00:00:00,SENSOR-017,Lobby - Entrance,0.511,2.052,22.7,54.6,411.0,49.0,1
778,2024-04-08 00:00:00,SENSOR-018,Lobby - Reception,0.403,1.019,21.7,55.7,471.0,40.0,1
779,2024-04-08 00:00:00,SENSOR-019,Carpark - B1,-0.985,2.006,21.2,65.1,533.0,41.6,0
780,2024-04-08 00:00:00,SENSOR-020,Carpark - B2,-2.034,2.052,20.8,73.2,523.0,52.1,1
781,2024-04-09 00:00:00,SENSOR-001,Floor 1 - Zone A,1.014,0.914,21.4,56.5,265.0,37.2,0
782,2024-04-09 00:00:00,SENSOR-002,Floor 1 - Zone B,1.009,2.057,22.6,64.2,521.0,41.1,0
783,2024-04-09 00:00:00,SENSOR-003,Floor 1 - Zone C,1.065,2.945,23.2,62.2,383.0,42.7,0
784,2024-04-09 00:00:00,SENSOR-004,Floor 2 - Zone A,1.997,1.125,20.7,55.3,536.0,33.6,1
785,2024-04-09 00:00:00,SENSOR-005,Floor 2 - Zone B,2.045,1.95,,63.5,416.0,34.8,0
786,2024-04-09 00:00:00,SENSOR-006,Floor 2 - Zone C,1.982,2.964,21.3,68.0,273.0,41.6,1
787,2024-04-09 00:00:00,SENSOR-007,Floor 3 - Zone A,3.026,0.947,20.7,52.7,556.0,30.9,1
788,2024-04-09 00:00:00,SENSOR-008,Floor 3 - Zone B,3.061,2.108,20.6,65.6,482.0,47.4,1
789,2024-04-09 00:00:00,SENSOR-009,Floor 3 - Zone C,3.009,3.001,24.6,67.3,473.0,38.2,1
790,2024-04-09 00:00:00,SENSOR-010,Floor 4 - Zone A,3.967,0.92,21.5,51.3,495.0,28.8,0
791,2024-04-09 00:00:00,SENSOR-011,Floor 4 - Zone B,4.04,2.011,21.7,47.3,412.0,45.9,1
792,2024-04-09 00:00:00,SENSOR-012,Floor 4 - Zone C,4.066,3.035,23.8,42.5,381.0,53.7,0
793,2024-04-09 00:00:00,SENSOR-013,Rooftop - North,5.062,1.479,23.6,50.0,448.0,47.0,1
794,2024-04-09 00:00:00,SENSOR-014,Rooftop - South,5.024,2.557,27.6,60.9,473.0,21.1,1
795,2024-04-09 00:00:00,SENSOR-015,Basement - Main,0.061,1.99,,57.5,508.0,36.3,1
796,2024-04-09 00:00:00,SENSOR-016,Basement - Storage,-0.03,1.044,20.2,48.5,465.0,28.9,0
797,2024-04-09 00:00:00,SENSOR-017,Lobby - Entrance,0.553,2.014,23.5,53.3,297.0,34.6,1
798,2024-04-09 00:00:00,SENSOR-018,Lobby - Reception,0.476,1.014,23.3,58.0,311.0,39.9,0
799,2024-04-09 00:00:00,SENSOR-019,Carpark - B1,-0.906,1.921,19.6,66.8,416.0,36.9,0
800,2024-04-09 00:00:00,SENSOR-020,Carpark - B2,-1.985,2.034,19.2,59.1,371.0,27.8,1
801,2024-04-10 00:00:00,SENSOR-001,Floor 1 - Zone A,1.068,1.11,21.8,69.3,311.0,45.2,1
802,2024-04-10 00:00:00,SENSOR-002,Floor 1 - Zone B,0.926,1.913,23.1,58.2,495.0,54.4,1
803,2024-04-10 00:00:00,SENSOR-003,Floor 1 - Zone C,1.037,2.948,22.7,60.3,452.0,38.4,0
804,2024-04-10 00:00:00,SENSOR-004,Floor 2 - Zone A,2.04,1.017,22.2,59.6,485.0,60.0,0
805,2024-04-10 00:00:00,SENSOR-005,Floor 2 - Zone B,1.972,2.042,21.4,60.7,522.0,60.3,1
806,2024-04-10 00:00:00,SENSOR-006,Floor 2 - Zone C,2.046,2.978,24.1,49.9,319.0,38.0,1
807,2024-04-10 00:00:00,SENSOR-007,Floor 3 - Zone A,3.025,1.052,20.5,63.8,397.0,40.8,0
808,2024-04-10 00:00:00,SENSOR-008,Floor 3 - Zone B,2.973,2.01,21.6,44.5,419.0,57.4,0
809,2024-04-10 00:00:00,SENSOR-009,Floor 3 - Zone C,3.026,3.003,21.5,38.2,348.0,44.4,1
810,2024-04-10 00:00:00,SENSOR-010,Floor 4 - Zone A,4.001,1.077,21.4,59.6,464.0,50.9,0
811,2024-04-10 00:00:00,SENSOR-011,Floor 4 - Zone B,3.958,2.019,20.5,63.2,542.0,36.4,1
812,2024-04-10 00:00:00,SENSOR-012,Floor 4 - Zone C,4.016,3.048,23.1,61.9,451.0,40.2,1
813,2024-04-10 00:00:00,SENSOR-013,Rooftop - North,5.002,1.588,25.0,54.6,251.0,59.1,1
814,2024-04-10 00:00:00,SENSOR-014,Rooftop - South,5.001,2.581,,51.6,454.0,27.8,0
815,2024-04-10 00:00:00,SENSOR-015,Basement - Main,-0.027,1.935,21.0,46.6,503.0,54.1,0
816,2024-04-10 00:00:00,SENSOR-016,Basement - Storage,0.001,0.998,18.7,60.8,393.0,46.2,0
817,2024-04-10 00:00:00,SENSOR-017,Lobby - Entrance,0.457,1.993,22.4,51.2,497.0,42.0,1
818,2024-04-10 00:00:00,SENSOR-018,Lobby - Reception,0.412,0.973,23.8,59.5,513.0,36.4,1
819,2024-04-10 00:00:00,SENSOR-019,Carpark - B1,-1.06,2.019,20.2,58.9,,48.4,1
820,2024-04-10 00:00:00,SENSOR-020,Carpark - B2,-1.937,1.976,18.7,54.3,530.0,49.8,1
821,2024-04-11 00:00:00,SENSOR-001,Floor 1 - Zone A,0.995,1.003,20.1,57.1,612.0,31.9,1
822,2024-04-11 00:00:00,SENSOR-002,Floor 1 - Zone B,0.978,2.058,21.4,44.2,446.0,56.5,1
823,2024-04-11 00:00:00,SENSOR-003,Floor 1 - Zone C,1.055,2.911,21.4,52.9,468.0,44.5,0
824,2024-04-11 00:00:00,SENSOR-004,Floor 2 - Zone A,2.058,0.98,20.7,52.7,468.0,36.6,1
825,2024-04-11 00:00:00,SENSOR-005,Floor 2 - Zone B,2.03,2.091,21.8,56.1,465.0,29.7,0
826,2024-04-11 00:00:00,SENSOR-006,Floor 2 - Zone C,2.026,3.048,,61.5,461.0,44.5,1
827,2024-04-11 00:00:00,SENSOR-007,Floor 3 - Zone A,3.018,0.941,22.0,63.5,,36.4,1
828,2024-04-11 00:00:00,SENSOR-008,Floor 3 - Zone B,2.948,1.968,21.7,40.8,351.0,38.6,1
829,2024-04-11 00:00:00,SENSOR-009,Floor 3 - Zone C,2.967,3.041,22.9,29.9,398.0,40.1,1
830,2024-04-11 00:00:00,SENSOR-010,Floor 4 - Zone A,4.021,1.034,20.9,48.0,509.0,12.8,1
831,2024-04-11 00:00:00,SENSOR-011,Floor 4 - Zone B,3.972,2.017,21.9,57.0,526.0,55.7,1
832,2024-04-11 00:00:00,SENSOR-012,Floor 4 - Zone C,4.003,3.01,23.6,58.6,383.0,46.8,1
833,2024-04-11 00:00:00,SENSOR-013,Rooftop - North,4.961,1.467,25.3,57.4,284.0,46.8,0
834,2024-04-11 00:00:00,SENSOR-014,Rooftop - South,4.983,2.505,22.4,40.6,341.0,19.9,1
835,2024-04-11 00:00:00,SENSOR-015,Basement - Main,-0.021,1.941,18.5,56.9,609.0,29.7,1
836,2024-04-11 00:00:00,SENSOR-016,Basement - Storage,-0.033,0.932,21.5,63.2,517.0,35.1,1
837,2024-04-11 00:00:00,SENSOR-017,Lobby - Entrance,0.487,1.937,22.1,50.2,507.0,41.5,0
838,2024-04-11 00:00:00,SENSOR-018,Lobby - Reception,0.505,0.936,22.5,58.1,424.0,33.1,1
839,2024-04-11 00:00:00,SENSOR-019,Carpark - B1,-0.858,2.059,20.0,55.8,490.0,38.4,1
840,2024-04-11 00:00:00,SENSOR-020,Carpark - B2,-1.987,2.012,20.9,48.8,516.0,30.5,1
841,2024-04-12 00:00:00,SENSOR-001,Floor 1 - Zone A,1.137,1.028,20.8,54.0,422.0,47.3,1
842,2024-04-12 00:00:00,SENSOR-002,Floor 1 - Zone B,1.097,1.939,24.2,72.0,402.0,67.6,0
843,2024-04-12 00:00:00,SENSOR-003,Floor 1 - Zone C,0.975,3.132,,45.9,405.0,44.6,1
844,2024-04-12 00:00:00,SENSOR-004,Floor 2 - Zone A,2.029,1.044,23.3,35.4,396.0,40.3,1
845,2024-04-12 00:00:00,SENSOR-005,Floor 2 - Zone B,1.983,2.06,21.7,58.4,430.0,36.2,1
846,2024-04-12 00:00:00,SENSOR-006,Floor 2 - Zone C,1.93,2.948,22.9,59.8,343.0,34.0,1
847,2024-04-12 00:00:00,SENSOR-007,Floor 3 - Zone A,3.027,0.893,23.1,67.7,432.0,41.9,0
848,2024-04-12 00:00:00,SENSOR-008,Floor 3 - Zone B,3.068,2.062,24.0,54.2,500.0,45.1,1
849,2024-04-12 00:00:00,SENSOR-009,Floor 3 - Zone C,2.97,3.023,21.6,52.2,339.0,46.2,1
850,2024-04-12 00:00:00,SENSOR-010,Floor 4 - Zone A,3.996,1.001,21.8,58.6,413.0,39.0,1
851,2024-04-12 00:00:00,SENSOR-011,Floor 4 - Zone B,3.967,2.006,23.7,47.4,528.0,28.2,1
852,2024-04-12 00:00:00,SENSOR-012,Floor 4 - Zone C,3.932,2.976,19.2,51.6,445.0,34.3,0
853,2024-04-12 00:00:00,SENSOR-013,Rooftop - North,4.982,1.514,26.1,64.3,516.0,42.9,1
854,2024-04-12 00:00:00,SENSOR-014,Rooftop - South,5.048,2.507,24.6,65.4,449.0,39.1,0
855,2024-04-12 00:00:00,SENSOR-015,Basement - Main,0.011,1.97,20.1,56.9,405.0,43.6,1
856,2024-04-12 00:00:00,SENSOR-016,Basement - Storage,0.077,0.934,20.9,66.9,601.0,47.6,1
857,2024-04-12 00:00:00,SENSOR-017,Lobby - Entrance,0.482,1.939,21.4,57.7,290.0,36.4,0
858,2024-04-12 00:00:00,SENSOR-018,Lobby - Reception,0.457,0.92,21.6,48.5,417.0,43.3,0
859,2024-04-12 00:00:00,SENSOR-019,Carpark - B1,-0.976,2.012,19.7,61.5,423.0,46.0,1
860,2024-04-12 00:00:00,SENSOR-020,Carpark - B2,-1.946,2.008,20.7,60.4,506.0,40.4,1
861,2024-04-13 00:00:00,SENSOR-001,Floor 1 - Zone A,1.002,0.938,23.1,56.7,482.0,49.9,1
862,2024-04-13 00:00:00,SENSOR-002,Floor 1 - Zone B,0.918,1.972,19.3,63.9,472.0,29.9,0
863,2024-04-13 00:00:00,SENSOR-003,Floor 1 - Zone C,0.989,2.967,22.6,53.8,472.0,33.4,1
864,2024-04-13 00:00:00,SENSOR-004,Floor 2 - Zone A,2.079,1.04,20.2,69.9,337.0,61.4,0
865,2024-04-13 00:00:00,SENSOR-005,Floor 2 - Zone B,1.951,2.001,22.7,65.6,479.0,42.4,1
866,2024-04-13 00:00:00,SENSOR-006,Floor 2 - Zone C,1.988,3.005,23.3,60.1,448.0,57.8,1
867,2024-04-13 00:00:00,SENSOR-007,Floor 3 - Zone A,2.925,0.939,,67.1,424.0,59.1,1
868,2024-04-13 00:00:00,SENSOR-008,Floor 3 - Zone B,2.997,2.05,23.6,65.6,402.0,28.2,1
869,2024-04-13 00:00:00,SENSOR-009,Floor 3 - Zone C,2.981,3.032,20.6,48.1,494.0,36.3,0
870,2024-04-13 00:00:00,SENSOR-010,Floor 4 - Zone A,4.052,1.086,22.3,48.0,362.0,43.1,1
871,2024-04-13 00:00:00,SENSOR-011,Floor 4 - Zone B,4.004,2.024,20.2,52.7,419.0,18.5,1
872,2024-04-13 00:00:00,SENSOR-012,Floor 4 - Zone C,4.022,2.995,23.2,44.9,340.0,39.7,1
873,2024-04-13 00:00:00,SENSOR-013,Rooftop - North,5.048,1.471,23.2,63.6,495.0,48.3,1
874,2024-04-13 00:00:00,SENSOR-014,Rooftop - South,5.018,2.477,23.6,58.4,596.0,45.1,1
875,2024-04-13 00:00:00,SENSOR-015,Basement - Main,0.046,2.043,20.4,52.6,494.0,61.6,1
876,2024-04-13 00:00:00,SENSOR-016,Basement - Storage,0.007,1.029,19.7,46.5,410.0,40.3,0
877,2024-04-13 00:00:00,SENSOR-017,Lobby - Entrance,0.566,2.031,22.6,62.4,449.0,45.6,1
878,2024-04-13 00:00:00,SENSOR-018,Lobby - Reception,0.418,1.062,22.3,59.1,502.0,41.1,0
879,2024-04-13 00:00:00,SENSOR-019,Carpark - B1,-0.894,2.035,21.2,50.5,429.0,29.2,1
880,2024-04-13 00:00:00,SENSOR-020,Carpark - B2,-1.951,1.944,19.3,50.4,,64.8,1
881,2024-04-14 00:00:00,SENSOR-001,Floor 1 - Zone A,0.951,0.991,21.3,45.4,400.0,34.6,1
882,2024-04-14 00:00:00,SENSOR-002,Floor 1 - Zone B,0.967,1.988,23.4,51.5,440.0,36.7,1
883,2024-04-14 00:00:00,SENSOR-003,Floor 1 - Zone C,1.088,2.899,22.7,55.6,528.0,59.2,1
884,2024-04-14 00:00:00,SENSOR-004,Floor 2 - Zone A,2.008,1.048,22.1,56.0,404.0,53.2,0
885,2024-04-14 00:00:00,SENSOR-005,Floor 2 - Zone B,2.058,1.98,21.8,57.0,557.0,50.2,1
886,2024-04-14 00:00:00,SENSOR-006,Floor 2 - Zone C,1.985,3.119,21.4,43.5,462.0,40.5,1
887,2024-04-14 00:00:00,SENSOR-007,Floor 3 - Zone A,3.081,1.05,,43.0,,30.9,1
888,2024-04-14 00:00:00,SENSOR-008,Floor 3 - Zone B,2.953,2.004,21.5,44.8,540.0,26.2,1
889,2024-04-14 00:00:00,SENSOR-009,Floor 3 - Zone C,3.025,2.967,22.6,62.1,453.0,48.9,0
890,2024-04-14 00:00:00,SENSOR-010,Floor 4 - Zone A,4.092,0.932,22.8,55.9,377.0,39.9,0
891,2024-04-14 00:00:00,SENSOR-011,Floor 4 - Zone B,3.964,2.01,21.4,60.5,535.0,37.5,1
892,2024-04-14 00:00:00,SENSOR-012,Floor 4 - Zone C,3.984,2.949,21.9,62.1,434.0,53.8,1
893,2024-04-14 00:00:00,SENSOR-013,Rooftop - North,4.975,1.41,24.0,59.3,561.0,41.3,0
894,2024-04-14 00:00:00,SENSOR-014,Rooftop - South,5.046,2.533,25.1,62.5,397.0,43.4,1
895,2024-04-14 00:00:00,SENSOR-015,Basement - Main,0.007,1.926,20.8,59.0,430.0,41.6,1
896,2024-04-14 00:00:00,SENSOR-016,Basement - Storage,0.085,0.96,21.0,61.6,523.0,28.6,1
897,2024-04-14 00:00:00,SENSOR-017,Lobby - Entrance,0.55,2.043,25.1,36.8,467.0,32.4,1
898,2024-04-14 00:00:00,SENSOR-018,Lobby - Reception,0.514,0.958,21.3,53.0,389.0,50.7,1
899,2024-04-14 00:00:00,SENSOR-019,Carpark - B1,-1.02,2.003,21.2,56.0,432.0,49.1,0
900,2024-04-14 00:00:00,SENSOR-020,Carpark - B2,-1.96,1.967,20.5,37.1,632.0,37.1,1
901,2024-04-15 00:00:00,SENSOR-001,Floor 1 - Zone A,0.995,1.009,20.3,55.1,438.0,18.8,1
902,2024-04-15 00:00:00,SENSOR-002,Floor 1 - Zone B,1.07,2.016,21.5,53.3,381.0,58.5,0
903,2024-04-15 00:00:00,SENSOR-003,Floor 1 - Zone C,1.029,2.943,,52.2,454.0,42.4,1
904,2024-04-15 00:00:00,SENSOR-004,Floor 2 - Zone A,1.976,0.952,23.4,59.3,359.0,39.8,1
905,2024-04-15 00:00:00,SENSOR-005,Floor 2 - Zone B,2.021,2.045,20.0,56.0,365.0,46.1,1
906,2024-04-15 00:00:00,SENSOR-006,Floor 2 - Zone C,1.959,2.956,23.3,46.4,535.0,61.0,1
907,2024-04-15 00:00:00,SENSOR-007,Floor 3 - Zone A,2.951,1.041,21.5,54.7,414.0,56.0,0
908,2024-04-15 00:00:00,SENSOR-008,Floor 3 - Zone B,3.065,2.011,20.7,56.2,284.0,30.6,1
909,2024-04-15 00:00:00,SENSOR-009,Floor 3 - Zone C,2.97,3.07,24.0,59.7,446.0,31.8,1
910,2024-04-15 00:00:00,SENSOR-010,Floor 4 - Zone A,3.94,1.092,23.8,62.9,496.0,45.4,1
911,2024-04-15 00:00:00,SENSOR-011,Floor 4 - Zone B,4.002,1.98,21.9,49.5,601.0,24.4,0
912,2024-04-15 00:00:00,SENSOR-012,Floor 4 - Zone C,3.924,3.086,23.0,46.6,,33.4,1
913,2024-04-15 00:00:00,SENSOR-013,Rooftop - North,4.936,1.456,27.1,68.9,608.0,49.5,1
914,2024-04-15 00:00:00,SENSOR-014,Rooftop - South,5.027,2.468,22.8,62.5,678.0,51.1,1
915,2024-04-15 00:00:00,SENSOR-015,Basement - Main,-0.086,2.034,20.5,59.0,410.0,59.0,0
916,2024-04-15 00:00:00,SENSOR-016,Basement - Storage,-0.042,1.036,19.6,54.6,415.0,40.4,0
917,2024-04-15 00:00:00,SENSOR-017,Lobby - Entrance,0.595,2.04,24.0,59.4,386.0,41.9,1
918,2024-04-15 00:00:00,SENSOR-018,Lobby - Reception,0.474,0.999,22.4,69.4,514.0,35.3,0
919,2024-04-15 00:00:00,SENSOR-019,Carpark - B1,-0.989,1.902,21.9,51.2,545.0,39.9,1
920,2024-04-15 00:00:00,SENSOR-020,Carpark - B2,-1.997,1.996,19.3,49.9,413.0,40.4,0
921,2024-04-16 00:00:00,SENSOR-001,Floor 1 - Zone A,1.018,1.036,21.5,57.7,512.0,43.3,1
922,2024-04-16 00:00:00,SENSOR-002,Floor 1 - Zone B,1.007,1.988,23.2,56.4,490.0,46.0,1
923,2024-04-16 00:00:00,SENSOR-003,Floor 1 - Zone C,0.992,2.97,24.1,50.6,501.0,39.9,0
924,2024-04-16 00:00:00,SENSOR-004,Floor 2 - Zone A,1.986,1.016,22.7,52.2,538.0,41.0,1
925,2024-04-16 00:00:00,SENSOR-005,Floor 2 - Zone B,2.002,1.969,21.8,49.1,361.0,45.7,0
926,2024-04-16 00:00:00,SENSOR-006,Floor 2 - Zone C,1.958,3.032,23.1,52.2,404.0,43.5,1
927,2024-04-16 00:00:00,SENSOR-007,Floor 3 - Zone A,3.093,0.919,19.3,65.0,434.0,41.1,1
928,2024-04-16 00:00:00,SENSOR-008,Floor 3 - Zone B,3.035,2.022,22.7,59.3,415.0,27.1,0
929,2024-04-16 00:00:00,SENSOR-009,Floor 3 - Zone C,3.02,2.967,22.4,52.4,387.0,48.9,0
930,2024-04-16 00:00:00,SENSOR-010,Floor 4 - Zone A,4.046,0.866,20.3,40.3,416.0,56.4,1
931,2024-04-16 00:00:00,SENSOR-011,Floor 4 - Zone B,3.971,2.137,20.4,50.2,396.0,38.1,1
932,2024-04-16 00:00:00,SENSOR-012,Floor 4 - Zone C,4.014,3.054,22.6,48.3,492.0,20.3,1
933,2024-04-16 00:00:00,SENSOR-013,Rooftop - North,4.995,1.552,25.0,57.4,631.0,33.7,1
934,2024-04-16 00:00:00,SENSOR-014,Rooftop - South,4.944,2.488,26.7,52.5,464.0,47.7,1
935,2024-04-16 00:00:00,SENSOR-015,Basement - Main,0.062,1.999,20.0,57.2,392.0,37.6,1
